StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,Liberal/National Coalition Votes,Liberal/National Coalition Percentage,Australian Labor Party Votes,Australian Labor Party Percentage,TotalVotes,Swing
VIC,207,Corangamite,3467,Ceres,365,72.13,141,27.87,506,2.31
VIC,207,Corangamite,3468,Clifton Springs,1262,44.94,1546,55.06,2808,1.94
VIC,207,Corangamite,91539,Colac CORANGAMITE PPVC,648,56.59,497,43.41,1145,-6.59
VIC,207,Corangamite,3474,Connewarre,121,60.2,80,39.8,201,10.39
VIC,207,Corangamite,3477,Deans Marsh,83,37.56,138,62.44,221,-6.49
VIC,207,Corangamite,30198,Divisional Office (PREPOLL),0,0,0,0,0,-50
VIC,207,Corangamite,3478,Drysdale,828,48.88,866,51.12,1694,-0.17
VIC,207,Corangamite,3480,Forrest,84,41.58,118,58.42,202,-2.86
VIC,207,Corangamite,3481,Freshwater Creek,93,59.24,64,40.76,157,-5.36
VIC,207,Corangamite,58623,Geelong CORANGAMITE PPVC,3068,49.91,3079,50.09,6147,0.4
VIC,207,Corangamite,3483,Gellibrand River,78,42.86,104,57.14,182,-3.29
VIC,207,Corangamite,3487,Grovedale,839,42.65,1128,57.35,1967,-1.03
VIC,207,Corangamite,83770,Grovedale Central,463,40.83,671,59.17,1134,-2.46
VIC,207,Corangamite,32829,Grovedale East,675,44.91,828,55.09,1503,1.48
VIC,207,Corangamite,11885,Grovedale West,871,43.88,1114,56.12,1985,1.48
VIC,207,Corangamite,91526,Highton South (Corangamite),175,45.22,212,54.78,387,-3.33
VIC,207,Corangamite,3490,Inverleigh,456,57.14,342,42.86,798,-1.27
VIC,207,Corangamite,3495,Lavers Hill,33,34.02,64,65.98,97,-14.68
VIC,207,Corangamite,3496,Leopold,1473,47.06,1657,52.94,3130,3.67
VIC,207,Corangamite,83471,Leopold North,550,46.18,641,53.82,1191,2.98
VIC,207,Corangamite,3497,Lethbridge,316,50.56,309,49.44,625,-0.78
VIC,207,Corangamite,3498,Lorne,259,53.96,221,46.04,480,-1.3
VIC,207,Corangamite,3308,Meredith,203,46.67,232,53.33,435,-3.94
VIC,207,Corangamite,3503,Moriac,432,60.59,281,39.41,713,-2.09
VIC,207,Corangamite,3504,Mount Duneed,443,48.52,470,51.48,913,-6.7
VIC,207,Corangamite,83618,Ocean Grove,571,45.53,683,54.47,1254,-1.98
VIC,207,Corangamite,46544,Ocean Grove South,642,40.89,928,59.11,1570,-7
VIC,207,Corangamite,3508,Ocean Grove West,789,44.4,988,55.6,1777,-2.43
VIC,207,Corangamite,3510,Point Lonsdale,470,50.38,463,49.62,933,-11.22
VIC,207,Corangamite,3511,Portarlington,871,49.4,892,50.6,1763,-0.3
VIC,207,Corangamite,3512,Queenscliff,167,46.52,192,53.48,359,-7.91
VIC,207,Corangamite,31548,Special Hospital Team 1,221,66.37,112,33.63,333,13.77
VIC,207,Corangamite,32687,Special Hospital Team 2,106,57.61,78,42.39,184,5.05
VIC,207,Corangamite,36427,Special Hospital Team 3,75,54.74,62,45.26,137,2.17
VIC,207,Corangamite,3514,St Leonards,545,45.8,645,54.2,1190,-0.95
VIC,207,Corangamite,3517,Teesdale,425,49.08,441,50.92,866,-0.66
VIC,207,Corangamite,3518,Torquay,310,41.55,436,58.45,746,-7.98
VIC,207,Corangamite,83617,Torquay East,172,41.55,242,58.45,414,-7.39
VIC,207,Corangamite,33067,Torquay North,736,40.37,1087,59.63,1823,-8.19
VIC,207,Corangamite,97603,Torquay PPVC,5080,46.73,5791,53.27,10871,-4.15
VIC,207,Corangamite,3519,Wallington,442,53.25,388,46.75,830,-6.25
VIC,207,Corangamite,3523,Winchelsea,562,52.92,500,47.08,1062,-1.15
VIC,207,Corangamite,3524,Winchelsea South,133,46.34,154,53.66,287,-7.6
VIC,208,Corio,3250,Anakie,247,54.89,203,45.11,450,1.43
VIC,208,Corio,64628,Barwon CORIO PPVC,6799,45.82,8040,54.18,14839,-3.85
VIC,208,Corio,3530,Bell Park,630,37.68,1042,62.32,1672,1.05
VIC,208,Corio,51223,Bell Park South,307,35.49,558,64.51,865,-1.01
VIC,208,Corio,3550,Bell Post Hill,685,35.81,1228,64.19,1913,1.29
VIC,208,Corio,3506,Belmont,344,34.96,640,65.04,984,-6.72
VIC,208,Corio,3464,Belmont North,830,39.5,1271,60.5,2101,-5.68
VIC,208,Corio,65583,BLV Corio PPVC,5,27.78,13,72.22,18,-13.4
VIC,208,Corio,3532,Britannia,508,34.6,960,65.4,1468,-6.19
VIC,208,Corio,3535,Corio Central,376,25.61,1092,74.39,1468,2.16
VIC,208,Corio,3536,Corio West,337,19.99,1349,80.01,1686,-1.84
VIC,208,Corio,30199,Divisional Office (PREPOLL),35,32.11,74,67.89,109,0.68
VIC,208,Corio,3538,Geelong,683,36.06,1211,63.94,1894,-5.9
VIC,208,Corio,31536,Geelong CORIO PPVC,5289,38.42,8479,61.58,13768,-7.2
VIC,208,Corio,3528,Geelong South,572,35.05,1060,64.95,1632,-2.3
VIC,208,Corio,3539,Geelong West,475,36.2,837,63.8,1312,-2.41
VIC,208,Corio,3540,Hamlyn Heights,732,38.34,1177,61.66,1909,-0.14
VIC,208,Corio,47829,Hendy,469,23.26,1547,76.74,2016,-1.46
VIC,208,Corio,3541,Herne Hill,372,34.16,717,65.84,1089,-1.42
VIC,208,Corio,32828,Highton,974,46.92,1102,53.08,2076,-3.47
VIC,208,Corio,3488,Highton North,522,53.21,459,46.79,981,-2.5
VIC,208,Corio,3460,Highton South (Corio),837,44.59,1040,55.41,1877,-3.5
VIC,208,Corio,46542,Highton West,894,47.83,975,52.17,1869,-10.47
VIC,208,Corio,3543,Lara,1055,42.97,1400,57.03,2455,2.94
VIC,208,Corio,3544,Lara Central,777,38.79,1226,61.21,2003,-0.12
VIC,208,Corio,46551,Lara Lake,602,34.68,1134,65.32,1736,-0.61
VIC,208,Corio,97421,Lara West,309,34.03,599,65.97,908,-5.96
VIC,208,Corio,3545,Manifold Heights,648,39.37,998,60.63,1646,1.63
VIC,208,Corio,3546,Newcomb,451,28.15,1151,71.85,1602,-3.52
VIC,208,Corio,3547,Newcomb South,519,32.42,1082,67.58,1601,-1.29
VIC,208,Corio,3552,Newtown,840,47.14,942,52.86,1782,-3.66
VIC,208,Corio,3533,Newtown South,1135,51.15,1084,48.85,2219,-3.54
VIC,208,Corio,3548,Norlane,759,32.31,1590,67.69,2349,3.4
VIC,208,Corio,3549,North Shore,288,22.07,1017,77.93,1305,-0.31
VIC,208,Corio,83207,Other Mobile Team 1,8,28.57,20,71.43,28,-15.27
VIC,208,Corio,31533,Special Hospital Team 1,184,37.02,313,62.98,497,-1.52
VIC,208,Corio,31535,Special Hospital Team 2,249,37.05,423,62.95,672,-1.55
VIC,208,Corio,46554,Special Hospital Team 3,137,45.36,165,54.64,302,6.9
VIC,208,Corio,3554,Thomson,610,29.6,1451,70.4,2061,1.72
VIC,209,Deakin,4879,Alexandra Road,797,44.65,988,55.35,1785,-6.03
VIC,209,Deakin,3558,Antonio Park,554,44.75,684,55.25,1238,-8.53
VIC,209,Deakin,4869,Bayswater North,1074,49.54,1094,50.46,2168,-1.17
VIC,209,Deakin,83715,Bedford Park,322,45.29,389,54.71,711,-5.97
VIC,209,Deakin,58637,Blackburn North DEAKIN PPVC,1966,57.76,1438,42.24,3404,0.33
VIC,209,Deakin,65402,BLV Deakin PPVC,0,0,0,0,0,-45.45
VIC,209,Deakin,3564,Charlesworth Park,970,58.12,699,41.88,1669,-1.36
VIC,209,Deakin,4875,Croydon,758,44.93,929,55.07,1687,-10.05
VIC,209,Deakin,3376,Croydon Central,649,54.58,540,45.42,1189,1.35
VIC,209,Deakin,83755,Croydon DEAKIN PPVC,5752,62.56,3442,37.44,9194,6.32
VIC,209,Deakin,4876,Croydon East (Deakin),823,48.78,864,51.22,1687,-4.24
VIC,209,Deakin,65399,Croydon Hills (Deakin),1226,60.9,787,39.1,2013,0.62
VIC,209,Deakin,3378,Croydon North (Deakin),417,51.1,399,48.9,816,-5.39
VIC,209,Deakin,4877,Croydon South,380,52.34,346,47.66,726,-2.88
VIC,209,Deakin,11525,Croydon Town,501,49.8,505,50.2,1006,-2.12
VIC,209,Deakin,3379,Croydon West,572,50.31,565,49.69,1137,-2.77
VIC,209,Deakin,30200,Divisional Office (PREPOLL),0,0,0,0,0,-58.85
VIC,209,Deakin,2949,Eastmont,665,56.21,518,43.79,1183,-1.68
VIC,209,Deakin,12079,Glen Park,388,48.08,419,51.92,807,-0.9
VIC,209,Deakin,3568,Heatherdale,444,45.63,529,54.37,973,-2.54
VIC,209,Deakin,2953,Heathmont,559,47.86,609,52.14,1168,-6.05
VIC,209,Deakin,2954,Heathmont East,526,52.55,475,47.45,1001,-3.59
VIC,209,Deakin,11514,Heathmont West,472,49.17,488,50.83,960,-7.27
VIC,209,Deakin,3386,Kalinda (Deakin),957,52.93,851,47.07,1808,-6.96
VIC,209,Deakin,91645,Kilsyth (Deakin),197,53.24,173,46.76,370,1.61
VIC,209,Deakin,91674,Kilsyth East (Deakin),26,41.94,36,58.06,62,-10
VIC,209,Deakin,91665,Lilydale DEAKIN PPVC,350,54.6,291,45.4,641,-5.45
VIC,209,Deakin,91637,Manchester (Deakin),102,45.13,124,54.87,226,-6.31
VIC,209,Deakin,3572,Mitcham,481,46.74,548,53.26,1029,-4.9
VIC,209,Deakin,3575,Mitcham North (Deakin),808,47.59,890,52.41,1698,-2.7
VIC,209,Deakin,91651,Mooroolbark (Deakin),67,46.85,76,53.15,143,-3.15
VIC,209,Deakin,2960,Morack,821,52.73,736,47.27,1557,-5.58
VIC,209,Deakin,3394,Norwood,600,51.9,556,48.1,1156,-3.37
VIC,209,Deakin,3576,Nunawading South,781,45.22,946,54.78,1727,-3.95
VIC,209,Deakin,65736,Other Mobile Team 1,1,33.33,2,66.67,3,33.33
VIC,209,Deakin,3577,Parkmore,737,48.61,779,51.39,1516,-1.56
VIC,209,Deakin,3581,Rangeview,706,51.46,666,48.54,1372,-4.12
VIC,209,Deakin,3398,Ringwood,355,45.4,427,54.6,782,-0.71
VIC,209,Deakin,32108,Ringwood DEAKIN PPVC,7243,58.71,5094,41.29,12337,-1.71
VIC,209,Deakin,3399,Ringwood East,444,51.87,412,48.13,856,-1.69
VIC,209,Deakin,3400,Ringwood Heights,520,48.69,548,51.31,1068,-4.72
VIC,209,Deakin,34011,Ringwood North (Deakin),845,58.52,599,41.48,1444,-3.48
VIC,209,Deakin,2962,Ringwood South,904,48.06,977,51.94,1881,-2.64
VIC,209,Deakin,31572,Special Hospital Team 1,164,63.32,95,36.68,259,-1.03
VIC,209,Deakin,31583,Special Hospital Team 2,310,71.93,121,28.07,431,7.36
VIC,209,Deakin,91663,Special Hospital Team 3,107,57.84,78,42.16,185,-6.55
VIC,209,Deakin,4910,Tinternvale,818,51.38,774,48.62,1592,-2.23
VIC,209,Deakin,3583,Vermont North,531,53.21,467,46.79,998,-3.98
VIC,209,Deakin,91710,Warranwood (Deakin),157,59.92,105,40.08,262,0.85
VIC,209,Deakin,3584,Weeden Heights,828,57.3,617,42.7,1445,-2.37
VIC,209,Deakin,31766,Yarra Road (Deakin),786,63.59,450,36.41,1236,-0.46
VIC,210,Dunkley,3587,Aldercourt,370,30.4,847,69.6,1217,-1.79
VIC,210,Dunkley,3588,Baden Powell,733,53.12,647,46.88,1380,-9.19
VIC,210,Dunkley,3589,Ballam Park,269,35.12,497,64.88,766,-2.75
VIC,210,Dunkley,35287,Baxter (Dunkley),340,56.67,260,43.33,600,2.72
VIC,210,Dunkley,31462,Belvedere Park,636,39.36,980,60.64,1616,-0.99
VIC,210,Dunkley,65547,BLV Dunkley PPVC,0,0,0,0,0,-35.71
VIC,210,Dunkley,3592,Bruce Park,362,39.31,559,60.69,921,-8.43
VIC,210,Dunkley,3956,Carrum Downs,485,35.9,866,64.1,1351,-2.37
VIC,210,Dunkley,64692,Carrum Downs North,818,43.56,1060,56.44,1878,-3.03
VIC,210,Dunkley,97535,Carrum Downs PPVC,4912,46.25,5708,53.75,10620,6.42
VIC,210,Dunkley,97548,Carrum Downs West,135,42.06,186,57.94,321,1.61
VIC,210,Dunkley,97461,Cranbourne DUNKLEY PPVC,201,46.74,229,53.26,430,-4.93
VIC,210,Dunkley,3593,Derinya,661,51.24,629,48.76,1290,-8.94
VIC,210,Dunkley,30201,Divisional Office (PREPOLL),344,58.21,247,41.79,591,4.91
VIC,210,Dunkley,3594,Frankston,484,40.23,719,59.77,1203,-5.57
VIC,210,Dunkley,36414,Frankston DUNKLEY PPVC,7214,50.37,7108,49.63,14322,0.44
VIC,210,Dunkley,3596,Frankston East,568,41.83,790,58.17,1358,-1.56
VIC,210,Dunkley,3598,Frankston Heights,357,38.14,579,61.86,936,-1.52
VIC,210,Dunkley,3599,Frankston Rail,195,32.99,396,67.01,591,-2.72
VIC,210,Dunkley,3600,Frankston South,778,39.02,1216,60.98,1994,-4.83
VIC,210,Dunkley,3601,Kananook,435,36.43,759,63.57,1194,-1.62
VIC,210,Dunkley,3602,Karingal,516,35.17,951,64.83,1467,-1.85
VIC,210,Dunkley,3603,Karingal Heights,478,37.55,795,62.45,1273,-1.23
VIC,210,Dunkley,11886,Kingsley Park,603,43.95,769,56.05,1372,-2.71
VIC,210,Dunkley,3604,Kunyung,617,55.59,493,44.41,1110,-7.94
VIC,210,Dunkley,3640,Langwarrin,935,47.7,1025,52.3,1960,-0.38
VIC,210,Dunkley,65123,Langwarrin Hall,591,48.48,628,51.52,1219,-0.15
VIC,210,Dunkley,33071,Langwarrin North,561,49.96,562,50.04,1123,-1.53
VIC,210,Dunkley,11656,Langwarrin Park,713,47.95,774,52.05,1487,-1.21
VIC,210,Dunkley,83451,Langwarrin PPVC,2759,52.3,2516,47.7,5275,1.86
VIC,210,Dunkley,31974,Lyrebird,615,36.46,1072,63.54,1687,0.24
VIC,210,Dunkley,82825,Mornington DUNKLEY PPVC,1279,62.57,765,37.43,2044,6.03
VIC,210,Dunkley,3607,Mt Eliza,1085,61.06,692,38.94,1777,-4.27
VIC,210,Dunkley,11652,Mt Eliza Central,700,76.42,216,23.58,916,-3.6
VIC,210,Dunkley,3608,Mt Eliza North,426,51.89,395,48.11,821,-10.5
VIC,210,Dunkley,65124,Mt Eliza South,731,55.72,581,44.28,1312,-7.04
VIC,210,Dunkley,3590,Mt Erin,916,52.19,839,47.81,1755,-2.46
VIC,210,Dunkley,31051,Rowellyn Park,420,37.27,707,62.73,1127,0.89
VIC,210,Dunkley,4159,Seaford,473,36.11,837,63.89,1310,-4.39
VIC,210,Dunkley,4160,Seaford North,392,35.32,718,64.68,1110,-7.11
VIC,210,Dunkley,3979,Skye,659,42.19,903,57.81,1562,1.18
VIC,210,Dunkley,31534,Special Hospital Team 1,66,42.86,88,57.14,154,-6.92
VIC,210,Dunkley,31530,Special Hospital Team 2,198,58.58,140,41.42,338,8.72
VIC,210,Dunkley,34055,Special Hospital Team 3,71,57.26,53,42.74,124,7.45
VIC,211,Flinders,3613,Balnarring,495,46.05,580,53.95,1075,-5.12
VIC,211,Flinders,3615,Baxter (Flinders),484,54.44,405,45.56,889,1.65
VIC,211,Flinders,3617,Bittern,277,42.1,381,57.9,658,-9.97
VIC,211,Flinders,3618,Blairgowrie,521,58.34,372,41.66,893,-0.67
VIC,211,Flinders,65434,BLV Flinders PPVC,6,42.86,8,57.14,14,9.53
VIC,211,Flinders,3619,Boneo,302,51.8,281,48.2,583,-1.28
VIC,211,Flinders,3625,Crib Point,304,47.95,330,52.05,634,-1.3
VIC,211,Flinders,30202,Divisional Office (PREPOLL),0,0,0,0,0,0
VIC,211,Flinders,3629,Dromana,824,49.28,848,50.72,1672,-5.09
VIC,211,Flinders,31295,Dromana Beach,197,53.53,171,46.47,368,-4.33
VIC,211,Flinders,69887,Dromana North,499,55.08,407,44.92,906,-2.01
VIC,211,Flinders,3631,Flinders,313,56.19,244,43.81,557,-13.36
VIC,211,Flinders,91941,Frankston FLINDERS PPVC,474,50.48,465,49.52,939,-1.37
VIC,211,Flinders,3635,Hastings,627,48.08,677,51.92,1304,-1.4
VIC,211,Flinders,31697,Hastings PPVC,6794,56.54,5222,43.46,12016,-0.33
VIC,211,Flinders,83772,Hastings West,261,50.58,255,49.42,516,1.11
VIC,211,Flinders,3645,Moorooduc,302,63.58,173,36.42,475,-9.59
VIC,211,Flinders,3605,Mornington,1080,54.14,915,45.86,1995,-8.08
VIC,211,Flinders,31452,Mornington East,925,54.73,765,45.27,1690,-2.34
VIC,211,Flinders,82831,Mornington FLINDERS PPVC,10175,61.14,6468,38.86,16643,4.1
VIC,211,Flinders,3606,Mornington South,642,50.39,632,49.61,1274,-3.45
VIC,211,Flinders,3646,Mt Martha,857,50.32,846,49.68,1703,-10.98
VIC,211,Flinders,83809,Mt Martha Nepean,149,60.57,97,39.43,246,1.31
VIC,211,Flinders,11520,Mt Martha North,1021,54.92,838,45.08,1859,-5.56
VIC,211,Flinders,3652,Portsea,203,69.28,90,30.72,293,-10.17
VIC,211,Flinders,3653,Red Hill,403,44.93,494,55.07,897,-13.48
VIC,211,Flinders,3656,Rosebud East,726,48.21,780,51.79,1506,-0.23
VIC,211,Flinders,66007,Rosebud PPVC,8537,56.33,6618,43.67,15155,-2.8
VIC,211,Flinders,11517,Rosebud South,657,50.19,652,49.81,1309,-3.48
VIC,211,Flinders,3657,Rosebud West,502,42.4,682,57.6,1184,-5.53
VIC,211,Flinders,3658,Rye,765,46.03,897,53.97,1662,-2.64
VIC,211,Flinders,3661,Shoreham,119,38.64,189,61.36,308,-13.36
VIC,211,Flinders,3662,Somers,231,43.83,296,56.17,527,-3.39
VIC,211,Flinders,83697,Somerville,339,56.88,257,43.12,596,1.83
VIC,211,Flinders,31059,Somerville East,776,52.4,705,47.6,1481,-3.98
VIC,211,Flinders,3663,Somerville West,1018,54.41,853,45.59,1871,0.1
VIC,211,Flinders,3664,Sorrento,438,60.75,283,39.25,721,-6.43
VIC,211,Flinders,31522,Special Hospital Team 1,149,56.87,113,43.13,262,0.38
VIC,211,Flinders,31523,Special Hospital Team 2,153,66.23,78,33.77,231,9.59
VIC,211,Flinders,91935,Special Hospital Team 3,132,68.39,61,31.61,193,11.83
VIC,211,Flinders,31465,St Andrews Beach,203,36.51,353,63.49,556,-12.38
VIC,211,Flinders,3609,Tanti Park,452,42.12,621,57.88,1073,-3.95
VIC,211,Flinders,3666,Tootgarook,377,45.15,458,54.85,835,0.84
VIC,211,Flinders,3667,Tyabb,549,58.97,382,41.03,931,0.95
VIC,321,Fraser,3345,Albanvale (Fraser),177,28.78,438,71.22,615,8.8
VIC,321,Fraser,3346,Albion,423,31.45,922,68.55,1345,1.24
VIC,321,Fraser,4240,Ardeer South,371,31.6,803,68.4,1174,6.65
VIC,321,Fraser,91788,BLV Fraser PPVC,0,0,0,0,0,-35.71
VIC,321,Fraser,46536,Cairnlea (Fraser),624,32.96,1269,67.04,1893,6.36
VIC,321,Fraser,91905,Deer Park Central (Fraser),30,33.71,59,66.29,89,7.77
VIC,321,Fraser,31046,Delahey (Fraser),541,27.28,1442,72.72,1983,5.17
VIC,321,Fraser,91908,Divisional Office (PREPOLL),0,0,0,0,0,0
VIC,321,Fraser,91798,Essendon FRASER PPVC,742,55.09,605,44.91,1347,14.01
VIC,321,Fraser,91831,Footscray FRASER PPVC,1124,35.86,2010,64.14,3134,0.22
VIC,321,Fraser,32904,Glengala,293,28.73,727,71.27,1020,5.04
VIC,321,Fraser,3354,Glengala South,208,27.26,555,72.74,763,4.21
VIC,321,Fraser,3355,Kealba,525,41.53,739,58.47,1264,10.26
VIC,321,Fraser,3356,Keilor (Fraser),1094,56.45,844,43.55,1938,4.1
VIC,321,Fraser,3357,Keilor Downs,593,41.07,851,58.93,1444,6.25
VIC,321,Fraser,83796,Keilor Village,216,58.86,151,41.14,367,6.52
VIC,321,Fraser,3359,Kings Park (Fraser),308,28.28,781,71.72,1089,8.18
VIC,321,Fraser,91790,Melbourne (Fraser),8,25.81,23,74.19,31,-11.27
VIC,321,Fraser,97510,Melbourne Central FRASER PPVC,127,38.37,204,61.63,331,0.83
VIC,321,Fraser,91799,Melbourne FRASER PPVC,263,36.48,458,63.52,721,-1.06
VIC,321,Fraser,31048,Monmia,802,38.26,1294,61.74,2096,6.48
VIC,321,Fraser,97545,Other Mobile Team 1,0,0,0,0,0,-23.16
VIC,321,Fraser,91787,Special Hospital Team 1,47,52.81,42,47.19,89,9.06
VIC,321,Fraser,91827,Special Hospital Team 2,26,34.67,49,65.33,75,-8.73
VIC,321,Fraser,3361,St Albans East,290,27.59,761,72.41,1051,6.05
VIC,321,Fraser,3362,St Albans North,241,26.22,678,73.78,919,2.51
VIC,321,Fraser,82787,St Albans PPVC,7815,33.75,15338,66.25,23153,8.27
VIC,321,Fraser,3363,St Albans South,156,24.45,482,75.55,638,2.8
VIC,321,Fraser,3364,St Albans South East,334,32.21,703,67.79,1037,9.64
VIC,321,Fraser,3365,St Albans West (Fraser),304,28.49,763,71.51,1067,7.43
VIC,321,Fraser,3699,Sunshine,317,27.59,832,72.41,1149,1.32
VIC,321,Fraser,38309,Sunshine FRASER PPVC,4054,34.73,7620,65.27,11674,8.36
VIC,321,Fraser,3367,Sunshine North,446,32.06,945,67.94,1391,5.31
VIC,321,Fraser,3347,Sunshine North West,251,30.84,563,69.16,814,9.56
VIC,321,Fraser,3350,Sunvale,369,27.81,958,72.19,1327,1.43
VIC,321,Fraser,46561,Sydenham Central (Fraser),289,36.63,500,63.37,789,3.27
VIC,321,Fraser,83803,Sydenham East,219,36.26,385,63.74,604,-0.97
VIC,321,Fraser,47832,Sydenham West (Fraser),543,31.28,1193,68.72,1736,2.9
VIC,321,Fraser,8907,Taylors Lakes,891,47.95,967,52.05,1858,3.56
VIC,321,Fraser,47828,Taylors Lakes Central,880,44.44,1100,55.56,1980,8.1
VIC,321,Fraser,33282,Taylors Lakes North,1176,46.3,1364,53.7,2540,7.72
VIC,321,Fraser,3701,Tottenham North (Fraser),274,28.28,695,71.72,969,2.78
VIC,212,Gellibrand,92004,Alamanda (Gellibrand),165,42.97,219,57.03,384,-4.12
VIC,212,Gellibrand,4236,Altona,327,34.71,615,65.29,942,-4.07
VIC,212,Gellibrand,8893,Altona Bay,259,32.33,542,67.67,801,-0.31
VIC,212,Gellibrand,3676,Altona East,374,32.24,786,67.76,1160,-2.68
VIC,212,Gellibrand,3677,Altona Gate,422,29.66,1001,70.34,1423,0.08
VIC,212,Gellibrand,58455,Altona Green,601,29.36,1446,70.64,2047,1.4
VIC,212,Gellibrand,4237,Altona Meadows,457,27.7,1193,72.3,1650,4.11
VIC,212,Gellibrand,83734,Altona Meadows East,165,33.67,325,66.33,490,5.1
VIC,212,Gellibrand,3678,Altona North,371,28.52,930,71.48,1301,-1.66
VIC,212,Gellibrand,83964,Altona PPVC,8294,40.48,12195,59.52,20489,1.35
VIC,212,Gellibrand,4238,Altona West,371,34.04,719,65.96,1090,-2.67
VIC,212,Gellibrand,65439,BLV Gellibrand PPVC,4,44.44,5,55.56,9,4.44
VIC,212,Gellibrand,36443,Boardwalk (Gellibrand),850,38.64,1350,61.36,2200,-3.36
VIC,212,Gellibrand,47822,Boardwalk Central (Gellibrand),396,45.73,470,54.27,866,2.58
VIC,212,Gellibrand,30203,Divisional Office (PREPOLL),48,30.97,107,69.03,155,-1.3
VIC,212,Gellibrand,92007,Featherbrook (Gellibrand),64,40.76,93,59.24,157,-5.59
VIC,212,Gellibrand,3680,Footscray (Gellibrand),189,20.02,755,79.98,944,-2.8
VIC,212,Gellibrand,3681,Footscray Central,225,18.88,967,81.12,1192,-5.57
VIC,212,Gellibrand,58762,Footscray GELLIBRAND PPVC,1469,26.82,4008,73.18,5477,-4.11
VIC,212,Gellibrand,3685,Footscray South,244,19.2,1027,80.8,1271,-5.35
VIC,212,Gellibrand,64709,Hoppers Crossing GELLIBRAND PPVC,1494,45.38,1798,54.62,3292,8.82
VIC,212,Gellibrand,65111,Innisfail (Gellibrand),513,42.22,702,57.78,1215,-1.99
VIC,212,Gellibrand,3687,Kingsville,489,22.7,1665,77.3,2154,-5.31
VIC,212,Gellibrand,4248,Laverton North,244,25.05,730,74.95,974,-3.41
VIC,212,Gellibrand,31984,Melbourne (Gellibrand),0,0,0,0,0,-31.72
VIC,212,Gellibrand,97511,Melbourne Central GELLIBRAND PPVC,251,40.1,375,59.9,626,4.08
VIC,212,Gellibrand,83904,Melbourne GELLIBRAND PPVC,410,30.19,948,69.81,1358,-5.83
VIC,212,Gellibrand,3693,Newport,443,30.53,1008,69.47,1451,-2.28
VIC,212,Gellibrand,3694,Newport East,411,30.9,919,69.1,1330,-4.19
VIC,212,Gellibrand,3695,Newport West,195,20.61,751,79.39,946,-3.93
VIC,212,Gellibrand,46531,Point Cook (Gellibrand),890,46.89,1008,53.11,1898,-2.85
VIC,212,Gellibrand,83022,Sanctuary Lakes (Gellibrand),549,49.46,561,50.54,1110,1.66
VIC,212,Gellibrand,82874,Sanctuary Lakes South,346,39.54,529,60.46,875,-6.27
VIC,212,Gellibrand,32908,Seabrook,833,38.71,1319,61.29,2152,-0.85
VIC,212,Gellibrand,4256,Seaholme,317,39.67,482,60.33,799,-0.88
VIC,212,Gellibrand,3696,Seddon,312,21.96,1109,78.04,1421,-6.5
VIC,212,Gellibrand,3698,South Kingsville,379,32.96,771,67.04,1150,-1.16
VIC,212,Gellibrand,31958,Special Hospital Team 1,96,36.36,168,63.64,264,-1.61
VIC,212,Gellibrand,3697,Spotswood,278,29.05,679,70.95,957,-5.71
VIC,212,Gellibrand,63605,Sunshine GELLIBRAND PPVC,164,36.2,289,63.8,453,9.36
VIC,212,Gellibrand,91999,Truganina South (Gellibrand),338,45.55,404,54.45,742,9.46
VIC,212,Gellibrand,3702,Williamstown,295,39.12,459,60.88,754,-0.63
VIC,212,Gellibrand,83733,Williamstown Bayview,114,35.4,208,64.6,322,-7.42
VIC,212,Gellibrand,3703,Williamstown North,637,35.83,1141,64.17,1778,-6.08
VIC,212,Gellibrand,3704,Williamstown South,668,32.41,1393,67.59,2061,-9.27
VIC,212,Gellibrand,3705,Williamstown West,800,43.74,1029,56.26,1829,-3.89
VIC,212,Gellibrand,3706,Yarraville,399,26.83,1088,73.17,1487,-3.74
VIC,212,Gellibrand,3707,Yarraville Central,340,21.44,1246,78.56,1586,-8.61
VIC,212,Gellibrand,3688,Yarraville South,438,28.11,1120,71.89,1558,-2.24
VIC,213,Gippsland,3713,Alberton,291,75.58,94,24.42,385,-1.5
VIC,213,Gippsland,3718,Bairnsdale,644,69.55,282,30.45,926,-0.39
VIC,213,Gippsland,32100,Bairnsdale PPVC,8141,74.36,2807,25.64,10948,-0.89
VIC,213,Gippsland,3720,Bairnsdale West,910,66.18,465,33.82,1375,-3.92
VIC,213,Gippsland,65459,BLV Gippsland PPVC,8,72.73,3,27.27,11,1.3
VIC,213,Gippsland,3727,Boisdale,235,80.76,56,19.24,291,-2.37
VIC,213,Gippsland,3729,Boolarra,297,53.61,257,46.39,554,-3.65
VIC,213,Gippsland,3731,Briagolong,244,61.93,150,38.07,394,-2.06
VIC,213,Gippsland,3732,Bruthen,357,68.26,166,31.74,523,-2.52
VIC,213,Gippsland,3733,Buchan,121,67.22,59,32.78,180,-6.46
VIC,213,Gippsland,83216,Bundalaguah,260,81,61,19,321,6.44
VIC,213,Gippsland,4387,Churchill,260,47.53,287,52.47,547,2.56
VIC,213,Gippsland,64689,Churchill Central,409,45.49,490,54.51,899,-5.41
VIC,213,Gippsland,3743,Cobains,98,80.99,23,19.01,121,-5.3
VIC,213,Gippsland,3744,Cowwarr,143,73.33,52,26.67,195,-2.28
VIC,213,Gippsland,3748,Devon North,301,82.24,65,17.76,366,-0.95
